Contig	Domain	Phylum	Class	Order	Family	Genus	Species
k141_2166124_length_3902_cov_49.8601	Archaea	Euryarchaeota	Halobacteria				
k141_2166712_length_4749_cov_308.5718	Archaea	Euryarchaeota	Halobacteria				
k141_216681_length_3673_cov_107.0283	Archaea	Euryarchaeota	Halobacteria				
k141_2167195_length_2363_cov_62.5725	Archaea	Euryarchaeota	Halobacteria				
k141_2167360_length_4603_cov_45.5697	Archaea	Euryarchaeota	Halobacteria				
k141_216804_length_4604_cov_109.1620	Archaea	Euryarchaeota	Halobacteria				
k141_2168264_length_4425_cov_70.9449	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
k141_216920_length_3247_cov_56.0148	Archaea	Euryarchaeota	Halobacteria				
k141_2169662_length_5968_cov_176.2361	Archaea	Euryarchaeota	Halobacteria				
k141_2169951_length_12151_cov_46.9408	Archaea	Euryarchaeota	Halobacteria				
k141_2169988_length_8799_cov_41.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2171527_length_2866_cov_17.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2174033_length_8366_cov_33.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2174468_length_7041_cov_33.1254	Archaea	Euryarchaeota	Halobacteria				
k141_217638_length_11130_cov_104.7729	Archaea	Euryarchaeota	Halobacteria				
k141_2177274_length_3064_cov_38.1666	Archaea	Euryarchaeota	Halobacteria				
k141_21772_length_3276_cov_44.5990	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2177833_length_3225_cov_79.4442	Archaea	Euryarchaeota	Halobacteria				
k141_2179721_length_7906_cov_20.0000	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
k141_2179728_length_2002_cov_33.0919	Archaea	Euryarchaeota	Halobacteria				
k141_217973_length_11716_cov_57.5005	Archaea	Euryarchaeota	Halobacteria				
k141_2179982_length_2662_cov_37.9000	Archaea	Euryarchaeota	Halobacteria				
k141_2180487_length_3139_cov_52.7208	Archaea	Euryarchaeota	Halobacteria				
k141_2180606_length_7952_cov_111.3742	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	
k141_218064_length_6363_cov_84.1123	Archaea	Euryarchaeota	Halobacteria				
k141_2180685_length_7677_cov_50.9175	Archaea	Euryarchaeota	Halobacteria				
k141_2181457_length_12079_cov_56.7474	Archaea	Euryarchaeota	Halobacteria				
k141_2181676_length_6087_cov_145.5488	Archaea	Euryarchaeota	Halobacteria				
k141_2181937_length_9531_cov_26.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2181956_length_6579_cov_49.2816	Archaea	Euryarchaeota	Halobacteria				
k141_2182421_length_5666_cov_90.3287	Archaea	Euryarchaeota	Halobacteria				
k141_218262_length_3743_cov_47.0258	Archaea	Euryarchaeota	Halobacteria				
k141_2182658_length_3600_cov_218.5343	Archaea	Euryarchaeota	Halobacteria				
k141_2182824_length_5255_cov_34.0000	Archaea	Euryarchaeota					
k141_2182870_length_3486_cov_30.8714	Archaea	Euryarchaeota	Halobacteria				
k141_2182934_length_5152_cov_58.9651	Archaea	Euryarchaeota	Halobacteria				
k141_2182954_length_3770_cov_71.7966	Archaea	Euryarchaeota	Halobacteria				
k141_2183224_length_3462_cov_81.0000	Archaea	Euryarchaeota	Halobacteria				
k141_218349_length_1503_cov_102.1182	Archaea	Euryarchaeota	Halobacteria				
k141_218404_length_2021_cov_131.0000	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema versiforme
k141_2184383_length_6070_cov_37.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2184715_length_17892_cov_66.3425	Archaea	Euryarchaeota	Halobacteria				
k141_2185419_length_3490_cov_42.3159	Archaea	Euryarchaeota	Halobacteria				
k141_2185444_length_1659_cov_7.8939	Archaea	Euryarchaeota	Halobacteria				
k141_218585_length_7448_cov_69.2140	Archaea	Euryarchaeota	Halobacteria				
k141_2186462_length_1648_cov_89.9190	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_218651_length_2844_cov_121.7088	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
k141_218674_length_10301_cov_62.1619	Archaea	Euryarchaeota	Halobacteria				
k141_2186760_length_7543_cov_47.0836	Archaea	Euryarchaeota	Halobacteria				
k141_218701_length_3372_cov_59.7809	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostella	Halostella pelagica
k141_2187220_length_18420_cov_54.3988	Archaea	Euryarchaeota	Halobacteria				
k141_2187879_length_3787_cov_25.4888	Archaea	Euryarchaeota	Halobacteria				
k141_2187959_length_5294_cov_74.4058	Archaea	Euryarchaeota	Halobacteria				
k141_2188159_length_1841_cov_83.1447	Archaea	Euryarchaeota	Halobacteria				
k141_2188175_length_4557_cov_110.1907	Archaea	Euryarchaeota	Halobacteria				
k141_2188267_length_4448_cov_55.8001	Archaea	Euryarchaeota	Halobacteria				
k141_218869_length_13496_cov_38.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2189117_length_1713_cov_18.2379	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum ezzemoulense
k141_21893_length_1762_cov_89.8112	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2189678_length_5612_cov_84.4939	Archaea	Euryarchaeota	Halobacteria				
k141_2190661_length_3221_cov_19.4695	Archaea	Euryarchaeota	Halobacteria				
k141_2190767_length_4187_cov_38.4503	Archaea	Euryarchaeota	Halobacteria				
k141_2190953_length_3437_cov_88.3277	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2191001_length_17111_cov_61.1014	Archaea	Euryarchaeota	Halobacteria				
k141_2191724_length_5174_cov_119.8039	Archaea	Euryarchaeota	Halobacteria				
k141_2191814_length_1830_cov_19.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2191968_length_5195_cov_412.0000	Archaea	Euryarchaeota	Halobacteria				
k141_219245_length_1501_cov_112.2066	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
k141_219271_length_3563_cov_87.5587	Archaea	Euryarchaeota	Halobacteria				
k141_2192771_length_3171_cov_52.1881	Archaea	Euryarchaeota	Halobacteria				
k141_2193060_length_1763_cov_57.1634	Archaea	Euryarchaeota	Halobacteria				
k141_2193321_length_15095_cov_47.3808	Archaea	Euryarchaeota	Halobacteria				
k141_21933_length_6374_cov_97.7452	Archaea	Euryarchaeota	Halobacteria				
k141_2193809_length_7033_cov_77.8243	Archaea	Euryarchaeota	Halobacteria				
k141_2194175_length_1505_cov_248.2940	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_2194275_length_3714_cov_36.9815	Archaea	Euryarchaeota	Halobacteria				
k141_2194568_length_2593_cov_15.0000	Archaea	Euryarchaeota	Halobacteria				
k141_219511_length_22333_cov_66.8943	Archaea	Euryarchaeota	Halobacteria				
k141_219518_length_2041_cov_65.4168	Archaea	Euryarchaeota	Halobacteria				
k141_2196057_length_1904_cov_102.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2196368_length_7519_cov_59.7106	Archaea	Euryarchaeota	Halobacteria				
k141_219643_length_2818_cov_143.0000	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis sp. IM1011
k141_219652_length_1885_cov_70.0470	Archaea	Euryarchaeota	Halobacteria				
k141_2196929_length_9530_cov_50.6867	Archaea	Euryarchaeota	Halobacteria				
k141_2197168_length_4154_cov_48.8445	Archaea	Euryarchaeota	Halobacteria				
k141_2197908_length_3517_cov_18.3726	Archaea	Euryarchaeota	Halobacteria				
k141_21980_length_4988_cov_62.7799	Archaea	Euryarchaeota	Halobacteria				
k141_2198191_length_1565_cov_38.6580	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium sp. DL1
k141_2198493_length_4796_cov_46.7826	Archaea	Euryarchaeota	Halobacteria				
k141_21987_length_1828_cov_60.2383	Archaea	Euryarchaeota	Halobacteria				
k141_2199016_length_11603_cov_72.9135	Archaea	Euryarchaeota	Halobacteria				
k141_2199144_length_1575_cov_38.0000	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
k141_2199336_length_6194_cov_58.2239	Archaea	Euryarchaeota	Halobacteria				
k141_2199340_length_2509_cov_48.9696	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
k141_2199476_length_10822_cov_57.0799	Archaea	Euryarchaeota	Halobacteria				
k141_2200068_length_6045_cov_39.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2200355_length_3859_cov_57.8117	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae		
k141_2201289_length_4791_cov_25.0000	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae		
k141_2201431_length_7742_cov_73.6748	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_2201511_length_10242_cov_39.2483	Archaea	Euryarchaeota	Halobacteria				
k141_2201841_length_2853_cov_35.0000	Archaea	Euryarchaeota	Halobacteria				
k141_220189_length_7413_cov_39.1162	Archaea	Euryarchaeota	Halobacteria				
k141_2202196_length_2049_cov_90.7358	Archaea	Euryarchaeota	Halobacteria				
k141_2202319_length_20862_cov_57.7484	Archaea	Euryarchaeota	Halobacteria				
k141_2203030_length_2214_cov_14.8205	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae		
k141_2203242_length_2560_cov_22.0000	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2203327_length_4177_cov_52.9232	Archaea	Euryarchaeota	Halobacteria				
k141_2203709_length_1863_cov_112.3693	Archaea	Euryarchaeota	Halobacteria				
k141_2203722_length_9995_cov_46.9050	Archaea	Euryarchaeota	Halobacteria				
k141_2204278_length_4648_cov_53.8973	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus rubicundus
k141_2204474_length_2321_cov_65.4211	Archaea	Euryarchaeota	Halobacteria				
k141_220480_length_4606_cov_87.2170	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2205354_length_1557_cov_28.0000	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_2206438_length_9411_cov_62.0799	Archaea	Euryarchaeota	Halobacteria				
k141_2206504_length_3392_cov_98.8124	Archaea	Euryarchaeota	Halobacteria				
k141_2207229_length_3271_cov_57.3185	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_2208152_length_3254_cov_98.5358	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2208172_length_15544_cov_92.5520	Archaea	Euryarchaeota	Halobacteria				
k141_2208670_length_3714_cov_41.4002	Archaea	Euryarchaeota	Halobacteria				
k141_2209151_length_9092_cov_22.2951	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_2209170_length_2611_cov_39.6040	Archaea	Euryarchaeota	Halobacteria				
k141_2209391_length_10261_cov_63.3118	Archaea	Euryarchaeota	Halobacteria				
k141_2209509_length_6310_cov_55.9368	Archaea	Euryarchaeota	Halobacteria				
k141_2210151_length_6643_cov_36.2825	Archaea	Euryarchaeota	Halobacteria				
k141_2210158_length_4544_cov_36.2773	Archaea	Euryarchaeota	Halobacteria				
k141_2211181_length_2874_cov_27.0168	Archaea	Euryarchaeota	Halobacteria				
k141_2211466_length_6167_cov_57.3000	Archaea	Euryarchaeota	Halobacteria				
k141_2211507_length_8461_cov_74.8556	Archaea	Euryarchaeota	Halobacteria				
k141_221183_length_4321_cov_65.2010	Archaea	Euryarchaeota	Halobacteria				
k141_221193_length_12376_cov_93.4967	Archaea	Euryarchaeota	Halobacteria				
k141_2212324_length_3376_cov_39.7348	Archaea	Euryarchaeota	Halobacteria				
k141_2212449_length_6680_cov_50.0015	Archaea	Euryarchaeota	Halobacteria				
k141_2212491_length_6137_cov_82.5155	Archaea	Euryarchaeota	Halobacteria				
k141_221269_length_4218_cov_134.7510	Archaea	Euryarchaeota	Halobacteria				
k141_2212995_length_6716_cov_42.6929	Archaea	Euryarchaeota	Halobacteria				
k141_221299_length_41623_cov_63.7329	Archaea	Euryarchaeota	Halobacteria				
k141_2213034_length_3100_cov_77.5999	Archaea	Euryarchaeota	Halobacteria				
k141_2213579_length_4575_cov_23.0000	Archaea	Euryarchaeota	Halobacteria	Haloferacales	halophilic archaeon DL31		
k141_2213670_length_2750_cov_55.4059	Archaea	Euryarchaeota	Halobacteria				
k141_2213739_length_4437_cov_42.0196	Archaea	Euryarchaeota	Halobacteria				
k141_2213843_length_1590_cov_69.0131	Archaea	Euryarchaeota	Halobacteria				
k141_2213952_length_6484_cov_44.8299	Archaea	Euryarchaeota	Halobacteria				
k141_2214013_length_8153_cov_57.9103	Archaea	Euryarchaeota	Halobacteria				
k141_221418_length_4321_cov_145.5691	Archaea	Euryarchaeota	Halobacteria				
k141_2214209_length_11648_cov_59.6197	Archaea	Euryarchaeota	Halobacteria				
k141_2214699_length_1836_cov_20.0000	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
k141_2214838_length_5376_cov_63.8141	Archaea	Euryarchaeota	Halobacteria				
k141_2215005_length_2814_cov_62.5578	Archaea	Euryarchaeota	Halobacteria				
k141_2215048_length_10742_cov_108.0576	Archaea	Euryarchaeota	Halobacteria				
k141_2215327_length_5324_cov_31.0436	Archaea	Euryarchaeota	Halobacteria				
k141_2215480_length_2526_cov_73.2461	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2215987_length_3762_cov_42.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2216264_length_3118_cov_60.1811	Archaea	Euryarchaeota	Halobacteria				
k141_2217011_length_2357_cov_52.0045	Archaea	Euryarchaeota	Halobacteria				
k141_221703_length_9166_cov_70.6412	Archaea	Euryarchaeota	Halobacteria				
k141_221718_length_5738_cov_109.2321	Archaea	Euryarchaeota	Halobacteria				
k141_221726_length_8411_cov_39.5578	Archaea	Euryarchaeota	Halobacteria				
k141_2217422_length_8024_cov_44.8229	Archaea	Euryarchaeota	Halobacteria				
k141_2217430_length_5749_cov_40.5900	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2217560_length_3367_cov_31.3038	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2217797_length_3640_cov_32.8371	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	
k141_2218386_length_1012_cov_11.0000	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena jeotgali
k141_2218466_length_12569_cov_85.2312	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2218530_length_2973_cov_90.2150	Archaea	Euryarchaeota	Halobacteria				
k141_2219155_length_7215_cov_77.1952	Archaea	Euryarchaeota	Halobacteria				
k141_2219200_length_3304_cov_76.4894	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2219220_length_2134_cov_30.0000	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_221924_length_3412_cov_42.9074	Archaea	Euryarchaeota	Halobacteria				
k141_222008_length_3736_cov_47.2618	Archaea	Euryarchaeota	Halobacteria				
k141_2220674_length_2968_cov_73.2313	Archaea	Euryarchaeota	Halobacteria				
k141_2220737_length_2227_cov_112.3816	Archaea	Euryarchaeota	Halobacteria				
k141_222079_length_3297_cov_35.0000	Archaea	Euryarchaeota	Halobacteria				
k141_222093_length_4628_cov_73.2674	Archaea	Euryarchaeota	Halobacteria				
k141_2221209_length_2567_cov_29.9547	Archaea	Euryarchaeota	Halobacteria				
k141_2222103_length_2850_cov_70.2226	Archaea	Euryarchaeota	Halobacteria				
k141_2222807_length_4667_cov_55.0000	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2222839_length_9816_cov_66.4372	Archaea	Euryarchaeota	Halobacteria				
k141_2223222_length_2285_cov_205.7062	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2223291_length_1865_cov_39.7668	Archaea	Euryarchaeota	Halobacteria				
k141_222354_length_5731_cov_124.1333	Archaea	Euryarchaeota	Halobacteria				
k141_222388_length_6691_cov_46.0388	Archaea	Euryarchaeota	Halobacteria				
k141_2223959_length_4777_cov_66.0319	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2224115_length_9726_cov_49.2256	Archaea	Euryarchaeota	Halobacteria				
k141_222556_length_8344_cov_64.5477	Archaea	Euryarchaeota	Halobacteria				
k141_2225651_length_14906_cov_42.0719	Archaea	Euryarchaeota	Halobacteria				
k141_2225865_length_8776_cov_38.3654	Archaea	Euryarchaeota	Halobacteria				
k141_2226078_length_2646_cov_32.1952	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2226117_length_2586_cov_127.6004	Archaea	Euryarchaeota	Halobacteria				
k141_222630_length_3061_cov_8.1185	Archaea	Euryarchaeota	Halobacteria				
k141_222649_length_4289_cov_52.5424	Archaea	Euryarchaeota	Halobacteria				
k141_2226966_length_3395_cov_40.7044	Archaea	Euryarchaeota	Halobacteria				
k141_222710_length_1780_cov_93.1031	Archaea	Euryarchaeota	Halobacteria				
k141_222736_length_15908_cov_57.8080	Archaea	Euryarchaeota	Halobacteria				
k141_2227669_length_1588_cov_177.1202	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
k141_2227855_length_3951_cov_51.5509	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2227867_length_3773_cov_45.6107	Archaea	Euryarchaeota	Halobacteria				
k141_2228351_length_2062_cov_129.9256	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
k141_222838_length_4333_cov_64.0866	Archaea	Euryarchaeota	Halobacteria				
k141_22286_length_1848_cov_61.7786	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_222916_length_10136_cov_73.7129	Archaea	Euryarchaeota	Halobacteria				
k141_2229331_length_8125_cov_49.6422	Archaea	Euryarchaeota	Halobacteria				
k141_22294_length_8652_cov_99.4106	Archaea	Euryarchaeota	Halobacteria				
k141_2229589_length_8767_cov_36.6269	Archaea	Euryarchaeota	Halobacteria				
k141_222970_length_3377_cov_52.8470	Archaea	Euryarchaeota	Halobacteria				
k141_2230366_length_2777_cov_21.0000	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
k141_2230420_length_1544_cov_39.0656	Archaea	Euryarchaeota	Halobacteria				
k141_2230923_length_2822_cov_342.0000	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
k141_223125_length_1838_cov_139.6771	Archaea	Euryarchaeota	Halobacteria				
k141_2232122_length_1726_cov_24.0000	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	
k141_22324_length_5154_cov_119.1131	Archaea	Euryarchaeota	Halobacteria				
k141_2233354_length_5645_cov_66.1277	Archaea	Euryarchaeota	Halobacteria				
k141_2233739_length_2234_cov_58.0043	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarculaceae archaeon HArcel1	
k141_2233939_length_6383_cov_42.2483	Archaea	Euryarchaeota	Halobacteria				
k141_2233984_length_5310_cov_44.4098	Archaea	Euryarchaeota	Halobacteria				
k141_2234347_length_7856_cov_45.6795	Archaea	Euryarchaeota	Halobacteria				
k141_2234384_length_10882_cov_40.2152	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	
k141_2234562_length_6829_cov_66.4705	Archaea	Euryarchaeota	Halobacteria				
k141_2235175_length_12003_cov_41.8409	Archaea	Euryarchaeota	Halobacteria				
k141_223526_length_7928_cov_84.5770	Archaea	Euryarchaeota	Halobacteria				
k141_223555_length_3264_cov_57.2344	Archaea	Euryarchaeota	Halobacteria				
k141_223586_length_12821_cov_78.5791	Archaea	Euryarchaeota	Halobacteria				
k141_2235951_length_5546_cov_47.8675	Archaea	Euryarchaeota	Halobacteria				
k141_2235956_length_4477_cov_31.0000	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_223620_length_5116_cov_69.8109	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
k141_223641_length_11004_cov_78.3812	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
k141_2237011_length_20849_cov_65.4414	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus rubicundus
k141_2237117_length_2522_cov_44.5443	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
k141_2238023_length_2120_cov_16.5195	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae		
k141_2238360_length_3193_cov_82.5927	Archaea	Euryarchaeota	Halobacteria				
k141_2238837_length_2611_cov_69.5895	Archaea	Euryarchaeota	Halobacteria				
k141_2239078_length_3236_cov_59.1447	Archaea	Euryarchaeota	Halobacteria				
k141_223933_length_2983_cov_66.5925	Archaea	Euryarchaeota	Halobacteria				
k141_2239526_length_1562_cov_34.0000	Archaea	Euryarchaeota	Halobacteria				
k141_2239684_length_4349_cov_88.1877	Archaea	Euryarchaeota	Halobacteria				
k141_2240087_length_1676_cov_111.1928	Archaea	Euryarchaeota	Halobacteria				
k141_22401_length_5864_cov_144.8401	Archaea	Euryarchaeota	Halobacteria				
k141_2240873_length_4283_cov_94.4715	Archaea	Euryarchaeota	Halobacteria				
