KO_ID	Function Name	AL1	AL3	AL4	CH1	CH2	CH3	SG1	SG2	SG3	SG4	SG5	SGT1	SGT2	SGT3	YG1	YG2	YG3
K02397	flagellar hook-associated protein 3 FlgL	0	2	2	2	0	1	0	0	0	3	2	1	0	1	1	1	0
K02398	negative regulator of flagellin synthesis FlgM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
K02400	flagellar biosynthesis protein FlhA	0	1	1	4	0	0	0	2	0	5	3	2	1	2	1	1	0
K02401	flagellar biosynthetic protein FlhB	0	1	1	3	0	0	0	1	0	2	2	2	1	1	1	2	0
K02404	flagellar biosynthesis protein FlhF	0	2	0	1	0	0	0	1	0	0	2	0	1	0	1	0	0
K02405	RNA polymerase sigma factor for flagellar operon FliA	3	5	3	6	2	3	2	3	2	5	4	3	2	3	5	5	3
K02406	flagellin	0	1	3	5	0	0	0	2	0	1	0	4	0	2	3	1	0
K02407	flagellar hook-associated protein 2	0	2	1	2	0	1	0	0	0	2	3	1	0	1	1	1	0
K02408	flagellar hook-basal body complex protein FliE	0	2	1	2	1	0	0	0	0	2	2	1	1	0	1	1	0
K02409	flagellar M-ring protein FliF	0	2	1	2	1	1	0	0	0	1	1	1	0	0	1	1	0
K02410	flagellar motor switch protein FliG	0	3	1	3	1	1	0	2	0	1	2	1	0	1	1	1	0
K02411	flagellar assembly protein FliH	0	1	1	2	0	0	0	0	0	0	1	0	0	0	1	1	0
K02412	flagellum-specific ATP synthase [EC:3.6.3.14]	0	2	1	2	1	1	0	0	0	1	2	1	0	2	0	1	0
K02413	flagellar FliJ protein	0	1	1	1	0	1	0	0	0	1	2	1	0	1	0	1	0
K02414	flagellar hook-length control protein FliK	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02415	flagellar FliL protein	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0
K02416	flagellar motor switch protein FliM	0	1	2	3	0	0	0	0	0	2	0	1	0	2	1	1	0
K02417	flagellar motor switch protein FliN/FliY	0	2	1	3	0	0	0	1	0	3	1	0	0	1	2	1	0
K02418	flagellar protein FliO/FliZ	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0
K02419	flagellar biosynthetic protein FliP	0	2	1	2	0	1	0	1	0	0	2	0	0	0	1	1	0
K02420	flagellar biosynthetic protein FliQ	0	1	1	2	0	0	0	1	0	0	2	1	0	0	1	2	0
K02421	flagellar biosynthetic protein FliR	0	1	1	2	0	0	0	0	0	0	2	0	0	2	1	1	0
K02422	flagellar protein FliS	0	1	1	1	0	0	0	0	0	2	2	0	0	0	0	1	0
K02426	cysteine desulfuration protein SufE	5	9	9	10	6	3	7	10	5	7	9	9	5	7	10	8	6
K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	26	31	40	34	24	11	21	20	13	31	28	15	32	32	35	18	20
K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	25	47	51	52	37	20	38	44	20	46	46	36	43	44	57	45	29
K02429	MFS transporter, FHS family, L-fucose permease	0	1	1	2	2	1	2	1	1	2	1	0	3	1	2	2	1
K02431	L-fucose mutarotase [EC:5.1.3.29]	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	50	74	88	66	57	18	46	63	29	69	67	45	72	71	81	53	48
K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	27	42	51	48	34	17	30	43	16	45	43	30	55	45	54	38	30
K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	21	25	39	31	26	10	21	25	10	33	27	20	34	23	34	24	21
K02437	glycine cleavage system H protein	26	34	43	44	30	12	31	33	18	40	37	27	42	36	47	36	28
K02438	glycogen operon protein [EC:3.2.1.-]	9	8	9	15	8	7	12	8	6	10	10	8	8	11	8	12	9
K02440	glycerol uptake facilitator protein	3	4	3	2	2	3	1	1	0	2	3	2	3	1	3	2	3
K02444	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	0	1	1	2	1	0	0	1	0	1	1	1	0	2	1	1	0
K02446	fructose-1,6-bisphosphatase II [EC:3.1.3.11]	3	4	4	4	3	6	2	6	2	4	3	4	2	2	4	4	5
K02450	general secretion pathway protein A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02452	general secretion pathway protein C	0	1	1	4	1	0	0	1	0	0	1	1	2	1	1	1	0
K02453	general secretion pathway protein D	0	2	3	11	2	0	2	4	0	2	2	3	3	4	4	4	0
K02454	general secretion pathway protein E	0	3	3	9	4	0	2	2	2	3	3	6	3	8	4	6	0
K02455	general secretion pathway protein F	0	2	1	3	1	0	1	1	0	1	1	3	1	2	2	2	0
K02456	general secretion pathway protein G	0	1	2	5	3	0	2	2	1	5	4	8	5	3	3	2	0
K02457	general secretion pathway protein H	0	0	0	2	1	0	0	0	0	1	1	1	1	1	1	0	0
K02458	general secretion pathway protein I	0	0	0	2	1	0	0	0	0	1	1	1	1	1	1	0	0
K02459	general secretion pathway protein J	0	0	0	2	1	0	0	0	0	1	1	2	1	1	1	0	0
K02460	general secretion pathway protein K	0	0	1	3	1	0	0	0	0	1	0	1	1	2	0	1	0
K02461	general secretion pathway protein L	0	0	1	3	1	0	1	1	0	2	1	2	1	1	1	0	0
K02462	general secretion pathway protein M	0	0	0	2	1	0	1	1	0	1	1	1	0	0	1	0	0
K02469	DNA gyrase subunit A [EC:5.99.1.3]	42	67	70	74	61	25	52	59	33	75	62	41	63	62	68	53	53
K02470	DNA gyrase subunit B [EC:5.99.1.3]	37	61	63	67	46	23	43	52	29	60	60	41	56	51	67	44	39
K02471	putative ATP-binding cassette transporter	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
K02472	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	35	56	43	41	44	12	30	44	19	40	41	28	40	42	63	42	27
K02473	UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
K02474	UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]	11	10	11	11	10	1	4	13	4	11	8	3	6	7	15	5	4
K02477	two-component system, LytT family, response regulator	9	22	23	30	15	16	27	18	13	28	24	25	30	22	22	20	11
K02479	two-component system, NarL family, response regulator	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1
K02480	two-component system, NarL family, sensor kinase [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
K02482	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	0	1	1	3	1	0	1	1	1	1	1	1	1	3	1	1	0
K02483	two-component system, OmpR family, response regulator	2	4	5	5	4	2	2	5	2	6	5	5	6	6	4	7	3
K02484	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	1	2	3	1	0	1	1	1	2	0	1	0	0	1	1	2	2
K02485	two-component system, response regulator	3	1	1	1	1	0	4	4	0	3	1	0	1	0	5	1	2
K02486	two-component system, sensor kinase [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K02488	two-component system, cell cycle response regulator [EC:2.7.7.65]	0	1	1	3	0	0	0	0	0	0	0	0	2	1	0	1	0
K02492	glutamyl-tRNA reductase [EC:1.2.1.70]	37	41	52	50	35	18	47	42	20	44	56	30	56	45	50	36	34
K02493	release factor glutamine methyltransferase [EC:2.1.1.297]	25	39	45	50	35	19	38	35	17	40	39	32	44	44	50	37	30
K02494	outer membrane lipoprotein LolB	0	1	2	3	1	0	0	1	0	1	1	1	2	2	1	1	0
K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]	6	9	12	14	10	8	12	11	7	14	13	17	11	8	9	12	8
K02496	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0
K02498	HemY protein	0	1	0	3	1	0	1	1	0	1	1	0	2	1	0	1	0
K02499	tetrapyrrole methylase family protein / MazG family protein	3	6	6	8	6	5	8	8	5	5	8	6	4	6	7	7	3
K02500	cyclase [EC:4.1.3.-]	26	36	48	46	37	10	29	39	16	41	42	25	40	33	45	31	27
K02501	glutamine amidotransferase [EC:2.4.2.-]	30	46	55	53	38	15	34	40	22	47	52	32	50	42	51	36	35
K02502	ATP phosphoribosyltransferase regulatory subunit	1	2	3	7	2	1	3	2	1	2	2	2	4	3	3	2	1
K02503	histidine triad (HIT) family protein	27	43	46	42	43	16	32	40	16	52	38	31	45	31	57	35	30
K02510	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	14	16	18	16	13	6	12	10	8	15	13	10	16	19	21	7	11
K02516	type II protein arginine methyltransferase [EC:2.1.1.320]	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
K02517	KDO2-lipid IV(A) lauroyltransferase [EC:2.3.1.241]	2	5	3	10	4	1	1	5	1	5	4	2	4	5	5	3	2
K02518	translation initiation factor IF-1	6	9	9	15	8	7	12	13	7	13	10	13	14	15	12	13	7
K02519	translation initiation factor IF-2	10	18	14	27	13	12	22	20	14	19	14	21	21	20	17	16	13
K02520	translation initiation factor IF-3	7	9	13	15	11	4	7	10	7	13	10	13	6	10	12	7	7
K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	3	7	9	12	3	4	9	8	4	4	7	5	6	7	8	4	4
K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	0	2	0	7	1	0	1	1	0	2	2	1	3	1	1	2	0
K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	28	36	45	50	36	14	42	36	16	45	39	31	47	45	49	32	31
K02529	LacI family transcriptional regulator	19	30	30	45	34	23	42	30	20	41	33	34	35	32	28	36	25
K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	1	1	2	2	1	2	3	2	1	2	2	2	3	2	2	1	2
K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	1	2	2	4	2	2	1	3	1	2	3	3	4	3	3	3	2
K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	2	4	2	10	3	1	4	3	1	5	4	6	7	5	6	3	2
K02540	DNA replication licensing factor MCM2 [EC:3.6.4.12]	2	3	2	2	0	0	2	2	3	2	2	2	2	2	2	2	2
K02541	DNA replication licensing factor MCM3 [EC:3.6.4.12]	3	5	3	1	0	0	2	5	2	3	3	2	3	3	3	3	3
K02542	DNA replication licensing factor MCM6 [EC:3.6.4.12]	3	2	3	3	1	0	2	2	2	2	2	2	3	3	3	2	4
K02548	1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]	42	48	61	55	54	23	46	43	26	66	59	47	64	46	60	43	36
K02549	O-succinylbenzoate synthase [EC:4.2.1.113]	6	9	9	8	7	7	10	10	5	9	10	10	10	8	8	7	7
K02551	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	32	45	47	49	38	22	40	39	22	40	40	36	47	48	53	35	33
K02552	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	32	42	42	39	32	21	37	36	19	40	42	31	40	49	45	34	32
K02553	regulator of ribonuclease activity A	0	1	1	2	1	0	1	1	0	1	1	1	0	1	0	1	0
K02554	2-keto-4-pentenoate hydratase [EC:4.2.1.80]	0	0	1	1	0	0	0	0	0	0	1	0	1	0	2	0	0
K02556	chemotaxis protein MotA	0	1	1	2	0	1	0	0	0	1	3	1	0	1	1	2	0
K02557	chemotaxis protein MotB	2	9	12	22	4	9	10	7	5	8	12	10	6	8	10	12	4
K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.-]	5	5	7	9	6	2	6	9	4	8	8	9	7	6	6	8	3
K02560	lauroyl-KDO2-lipid IV(A) myristoyltransferase [EC:2.3.1.243]	0	0	2	3	1	0	0	1	0	1	1	1	1	2	1	0	0
K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	5	10	13	14	6	3	8	10	7	15	9	9	11	6	9	9	6
K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	10	14	13	15	10	6	15	19	9	16	17	13	14	13	14	13	8
K02566	NagD protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K02575	MFS transporter, NNP family, nitrate/nitrite transporter	19	15	19	14	18	9	10	11	10	18	19	12	17	18	23	14	12
K02584	Nif-specific regulatory protein	1	2	1	3	0	0	0	1	0	3	3	1	1	0	3	2	1
K02598	nitrite transporter NirC	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
K02599	Notch	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K02600	N utilization substance protein A	22	31	34	44	27	13	28	30	16	34	31	20	38	36	40	29	26
K02601	transcriptional antiterminator NusG	21	30	43	32	25	9	23	30	15	28	33	13	33	36	35	26	22
K02603	origin recognition complex subunit 1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
K02604	origin recognition complex subunit 2	1	2	2	1	1	0	1	2	2	2	2	2	2	1	2	2	1
K02609	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	21	29	38	29	28	9	20	27	11	22	29	14	29	21	30	21	22
K02610	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB	10	19	30	22	20	6	13	18	9	13	17	10	17	17	20	13	16
K02611	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]	18	31	36	26	23	9	21	25	11	21	23	14	21	21	30	20	26
K02612	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD	1	0	1	1	1	1	0	0	0	2	0	0	1	0	1	0	2
K02614	acyl-CoA thioesterase [EC:3.1.2.-]	13	16	21	14	16	4	10	11	7	12	11	8	15	12	12	10	11
K02616	phenylacetic acid degradation operon negative regulatory protein	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K02618	oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02619	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	1	2	2	4	2	1	2	2	1	2	2	2	2	4	2	2	1
K02621	topoisomerase IV subunit A [EC:5.99.1.-]	0	1	2	3	2	0	0	2	0	1	1	3	5	1	1	1	0
K02622	topoisomerase IV subunit B [EC:5.99.1.-]	2	7	6	12	5	3	9	8	6	8	7	12	3	7	9	8	3
K02624	IclR family transcriptional regulator, pca regulon regulatory protein	1	3	2	0	2	0	0	2	0	2	0	0	0	0	1	0	3
K02626	arginine decarboxylase [EC:4.1.1.19]	20	25	32	26	23	10	21	23	7	25	29	12	29	26	30	18	17
K02634	apocytochrome f	1	1	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2
K02635	cytochrome b6	1	2	2	1	1	2	1	2	2	3	1	2	2	1	2	2	2
K02636	cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1]	4	4	5	5	5	4	3	5	4	5	3	5	5	4	4	4	4
K02637	cytochrome b6-f complex subunit 4	2	2	3	3	2	2	3	2	2	3	2	3	4	1	3	3	2
K02638	plastocyanin	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1
K02639	ferredoxin	24	34	41	23	19	10	18	26	10	28	25	19	28	20	29	24	25
K02640	cytochrome b6-f complex subunit 5	0	1	1	1	0	0	0	2	0	2	1	0	0	1	1	1	0
K02641	ferredoxin--NADP+ reductase [EC:1.18.1.2]	2	4	2	3	1	1	2	2	2	2	2	2	3	3	2	2	2
K02643	cytochrome b6-f complex subunit 7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K02650	type IV pilus assembly protein PilA	4	3	3	8	2	2	4	3	2	3	4	1	6	6	4	3	2
K02651	pilus assembly protein Flp/PilA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02652	type IV pilus assembly protein PilB	4	12	12	19	12	7	12	15	8	23	13	19	20	18	15	13	7
K02653	type IV pilus assembly protein PilC	6	12	10	13	13	4	12	15	7	23	11	19	18	18	15	14	7
K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	2	6	5	5	6	3	4	3	3	6	4	5	4	5	5	4	4
K02655	type IV pilus assembly protein PilE	0	0	1	3	1	0	1	1	1	0	1	0	0	1	0	1	0
K02656	type IV pilus assembly protein PilF	0	1	2	3	2	0	0	1	0	1	0	1	2	1	1	1	0
K02657	twitching motility two-component system response regulator PilG	0	2	1	3	1	1	1	1	1	2	0	2	2	2	2	2	1
K02658	twitching motility two-component system response regulator PilH	1	3	2	5	3	1	1	1	1	3	3	2	3	5	3	3	1
K02659	twitching motility protein PilI	1	2	2	3	2	1	1	1	1	2	2	2	2	3	2	1	1
K02660	twitching motility protein PilJ	1	2	4	4	2	1	2	3	1	2	2	2	3	4	3	2	1
K02662	type IV pilus assembly protein PilM	2	5	5	6	3	3	4	7	2	6	5	8	7	8	6	4	4
K02663	type IV pilus assembly protein PilN	1	2	2	4	2	1	2	2	1	2	2	2	2	5	2	2	1
K02664	type IV pilus assembly protein PilO	1	4	2	4	3	1	3	3	2	2	3	2	2	2	5	3	1
K02665	type IV pilus assembly protein PilP	0	1	1	3	1	0	1	1	0	1	1	0	1	2	1	1	0
K02666	type IV pilus assembly protein PilQ	4	8	10	15	13	4	12	11	8	9	12	11	12	9	10	11	4
K02667	two-component system, NtrC family, response regulator PilR	0	1	2	3	1	0	1	2	0	1	1	1	2	1	1	2	0
K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	0	1	2	3	1	0	0	1	0	1	1	2	1	2	1	3	0
K02669	twitching motility protein PilT	10	15	15	21	11	11	16	14	8	20	14	19	15	15	16	13	8
K02670	twitching motility protein PilU	0	2	3	6	2	0	2	3	0	1	2	2	2	6	1	2	0
K02671	type IV pilus assembly protein PilV	0	0	1	5	0	0	0	0	0	1	0	1	2	2	0	0	0
K02672	type IV pilus assembly protein PilW	0	0	0	4	0	0	1	1	0	1	1	1	2	0	0	0	0
K02673	type IV pilus assembly protein PilX	0	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0
K02674	type IV pilus assembly protein PilY1	0	0	1	4	1	0	0	3	1	0	3	1	1	3	1	0	0
K02676	type IV pilus assembly protein PilZ	0	0	0	2	1	0	1	1	1	1	0	0	1	2	1	1	0
K02683	DNA primase small subunit [EC:2.7.7.-]	30	30	35	30	27	7	28	30	15	34	32	18	37	35	41	24	26
K02684	DNA primase small subunit [EC:2.7.7.-]	1	2	1	1	1	0	1	2	2	2	1	2	2	0	2	2	2
K02685	DNA primase large subunit [EC:2.7.7.-]	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	6	11	9	13	7	6	10	11	5	9	9	11	10	14	10	10	8
K02689	photosystem I P700 chlorophyll a apoprotein A1	2	2	3	2	2	2	2	3	2	3	3	3	4	2	2	2	2
K02690	photosystem I P700 chlorophyll a apoprotein A2	3	3	2	2	2	2	2	3	2	3	2	2	3	2	2	2	2
K02691	photosystem I subunit VII	1	2	1	2	2	2	2	3	2	3	2	2	3	2	2	2	2
K02692	photosystem I subunit II	2	2	2	2	1	1	2	2	2	2	2	2	3	2	1	1	2
K02693	photosystem I subunit IV	2	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	2
K02694	photosystem I subunit III	2	2	2	1	1	1	2	2	1	2	2	2	3	2	2	2	2
K02696	photosystem I subunit VIII	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K02697	photosystem I subunit IX	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K02698	photosystem I subunit X	2	2	2	1	2	1	1	2	1	1	2	2	3	2	2	2	2
K02699	photosystem I subunit XI	2	2	2	2	1	1	1	2	2	2	2	2	4	2	2	2	1
K02700	photosystem I subunit XII	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K02702	photosystem I 4.8kDa protein	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K02703	photosystem II P680 reaction center D1 protein	1	1	1	2	3	2	1	2	2	1	3	1	3	2	2	3	2
K02704	photosystem II CP47 chlorophyll apoprotein	1	2	2	2	2	2	2	3	2	3	2	2	3	2	2	2	2
K02705	photosystem II CP43 chlorophyll apoprotein	3	5	4	4	4	4	4	5	4	5	5	4	9	4	4	4	4
K02706	photosystem II P680 reaction center D2 protein	0	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1
K02707	photosystem II cytochrome b559 subunit alpha	1	2	2	2	2	2	2	3	1	2	2	2	1	2	2	2	1
K02708	photosystem II cytochrome b559 subunit beta	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	2	1
K02709	photosystem II PsbH protein	1	2	2	2	2	2	2	3	2	3	1	2	3	2	2	2	2
K02710	photosystem II PsbI protein	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
K02711	photosystem II PsbJ protein	1	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	1
K02712	photosystem II PsbK protein	1	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1
K02713	photosystem II PsbL protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K02714	photosystem II PsbM protein	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K02715	PsbN protein	1	2	2	2	2	2	2	3	2	3	2	2	3	2	2	2	2
K02716	photosystem II oxygen-evolving enhancer protein 1	2	2	2	2	2	1	2	2	1	2	2	2	3	2	2	2	1
K02717	photosystem II oxygen-evolving enhancer protein 2	2	2	2	3	1	1	1	2	2	3	2	2	2	1	1	2	2
K02718	photosystem II PsbT protein	0	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	1
K02719	photosystem II PsbU protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K02720	photosystem II cytochrome c550	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2
K02722	photosystem II PsbX protein	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1
K02723	photosystem II PsbY protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K02724	photosystem II PsbZ protein	1	2	2	2	1	2	1	2	1	2	2	1	2	2	1	2	1
K02725	20S proteasome subunit alpha 6 [EC:3.4.25.1]	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
K02726	20S proteasome subunit alpha 2 [EC:3.4.25.1]	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0
K02727	20S proteasome subunit alpha 7 [EC:3.4.25.1]	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K02728	20S proteasome subunit alpha 3 [EC:3.4.25.1]	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K02729	20S proteasome subunit alpha 5 [EC:3.4.25.1]	0	1	1	1	0	0	0	1	1	1	1	1	2	0	1	1	1
K02730	20S proteasome subunit alpha 1 [EC:3.4.25.1]	1	1	2	2	1	0	1	1	1	2	1	1	1	1	1	1	1
K02731	20S proteasome subunit alpha 4 [EC:3.4.25.1]	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0
K02732	20S proteasome subunit beta 6 [EC:3.4.25.1]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0
K02734	20S proteasome subunit beta 4 [EC:3.4.25.1]	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1
K02735	20S proteasome subunit beta 3 [EC:3.4.25.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K02736	20S proteasome subunit beta 7 [EC:3.4.25.1]	1	2	1	1	0	0	0	2	1	1	1	1	1	1	1	1	2
K02737	20S proteasome subunit beta 5 [EC:3.4.25.1]	2	2	2	1	2	0	1	2	2	1	1	2	1	2	2	2	2
K02738	20S proteasome subunit beta 1 [EC:3.4.25.1]	2	2	2	1	1	0	2	2	2	1	2	2	2	1	2	2	2
K02739	20S proteasome subunit beta 2 [EC:3.4.25.1]	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	1	1
K02742	SprT protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K02768	PTS system, fructose-specific IIA component [EC:2.7.1.69]	13	11	10	4	7	2	2	8	5	7	6	4	5	5	11	5	8
K02769	PTS system, fructose-specific IIB component [EC:2.7.1.69]	11	10	8	2	6	3	1	6	2	4	4	3	2	1	9	2	7
K02770	PTS system, fructose-specific IIC component	19	9	15	3	6	2	2	9	4	9	6	2	7	6	13	3	7
K02773	PTS system, galactitol-specific IIA component [EC:2.7.1.69]	3	2	4	3	3	1	4	3	3	4	4	5	5	4	4	6	1
K02774	PTS system, galactitol-specific IIB component [EC:2.7.1.69]	3	4	2	3	4	1	3	3	2	4	5	2	5	4	5	4	1
K02775	PTS system, galactitol-specific IIC component	4	5	6	3	6	1	6	4	3	8	7	4	8	9	5	7	2
K02805	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	1	2	2	4	2	2	3	2	0	3	3	3	3	1	2	2	1
K02806	PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]	0	1	1	4	2	0	1	2	0	1	1	1	1	3	1	1	0
K02821	PTS system, ascorbate-specific IIA component [EC:2.7.1.69]	0	1	1	3	1	0	0	1	0	1	1	2	1	2	1	0	0
K02823	dihydroorotate dehydrogenase electron transfer subunit	2	3	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1
K02824	uracil permease	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	10	14	14	23	15	10	15	15	9	14	15	16	18	16	18	11	10
K02834	ribosome-binding factor A	7	12	10	16	9	7	11	13	7	10	7	10	11	11	12	12	9
K02835	peptide chain release factor 1	6	11	12	13	8	4	11	14	6	17	11	15	14	9	14	12	9
K02836	peptide chain release factor 2	7	12	13	15	10	8	9	9	6	15	11	13	14	14	11	13	8
K02837	peptide chain release factor 3	5	12	10	19	7	6	8	12	5	11	10	10	13	9	8	9	6
K02838	ribosome recycling factor	7	12	13	16	8	7	9	17	7	12	10	12	12	10	13	12	10
K02841	heptosyltransferase I [EC:2.4.-.-]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K02843	heptosyltransferase II [EC:2.4.-.-]	0	0	0	3	0	0	0	1	0	1	1	2	1	1	0	0	0
K02844	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K02846	N-methyl-L-tryptophan oxidase [EC:1.5.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K02847	O-antigen ligase [EC:2.4.1.-]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02851	UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33]	10	16	21	28	23	11	18	20	13	23	17	22	18	24	16	15	13
