KO_ID,Level_a,Level_b,Pathway,Function
K08269,Brite hierarchies,Genetic information processing,Mitochondrial biogenesis ,serine/threonine-protein kinase ULK2 [EC:2.7.11.1]
K20396,Brite hierarchies,Genetic information processing,Membrane trafficking ,TBC1 domain family member 7
K14485,Brite hierarchies,Genetic information processing,Ubiquitin system ,transport inhibitor response 1
K14495,Brite hierarchies,Genetic information processing,Ubiquitin system ,F-box protein GID2
K12126,Brite hierarchies,Genetic information processing,Transcription factors ,phytochrome-interacting factor 3
K16189,Brite hierarchies,Genetic information processing,Transcription factors ,phytochrome-interacting factor 4
K14432,Brite hierarchies,Genetic information processing,Transcription factors ,ABA responsive element binding factor
K14517,Brite hierarchies,Genetic information processing,Transcription factors ,ethylene-responsive transcription factor 2
K13415,Brite hierarchies,Metabolism,Protein kinases ,protein brassinosteroid insensitive 1 [EC:2.7.10.1 2.7.11.1]
K14500,Brite hierarchies,Metabolism,Protein kinases ,BR-signaling kinase [EC:2.7.11.1]
K14502,Brite hierarchies,Metabolism,Protein kinases ,protein brassinosteroid insensitive 2 [EC:2.7.11.1]
K13463,Brite hierarchies,Genetic information processing,Ubiquitin system ,coronatine-insensitive protein 1
K14507,Brite hierarchies,Genetic information processing,Transcription factors ,AP2-domain DNA-binding protein ORCA2/3
K14508,Brite hierarchies,Genetic information processing,Ubiquitin system ,regulatory protein NPR1
K14431,Brite hierarchies,Genetic information processing,Transcription factors ,transcription factor TGA
K04132,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,muscarinic acetylcholine receptor M4
K04134,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,muscarinic acetylcholine receptor
K04146,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,dopamine receptor D3
K04147,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,dopamine receptor D4
K04148,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,dopamine receptor D1-like
K04151,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,histamine receptor H3
K04152,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,histamine receptor H4
K05051,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,trace amine associated receptor
K04167,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,angiotensin II receptor type 2
K04168,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuromedin B receptor
K04170,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,bombesin receptor subtype-3
K03990,Brite hierarchies,Signaling and cellular processes,Exosome ,complement component 3
K04009,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,C3a anaphylatoxin chemotactic receptor
K03994,Brite hierarchies,Metabolism,Peptidases and inhibitors ,complement component 5
K04010,Brite hierarchies,Signaling and cellular processes,CD molecules ,C5a anaphylatoxin chemotactic receptor 1
K04173,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,formyl peptide receptor-like
K04230,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,galanin receptor 1
K04231,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,galanin receptor 2
K04232,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,galanin receptor 3
K08374,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,KISS1 receptor
K04199,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melanocortin 1 receptor
K04201,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melanocortin 3 receptor
K04202,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melanocortin 4 receptor
K04203,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melanocortin 5 receptor
K05266,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,motilin receptor
K05052,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuromedin U receptor 1
K05053,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuromedin U receptor 2
K04240,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptide FF receptor 1
K08375,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptide FF receptor 2
K04205,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptide Y receptor type 2
K04206,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptide Y receptor type 4
K04207,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptide Y receptor type 5
K04208,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptide Y receptor type 6
K04210,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,G protein-coupled receptor 83
K05268,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptides B/W receptor 1
K08377,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neuropeptides B/W receptor 2
K04212,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,neurotensin receptor 2
K18832,Brite hierarchies,Signaling and cellular processes,Transporters ,proenkephalin A
K15840,Brite hierarchies,Signaling and cellular processes,Transporters ,proenkephalin B (prodynorphin)
K04214,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,kappa-type opioid receptor
K04215,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,mu-type opioid receptor
K04216,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,nociceptin receptor
K04238,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,hypocretin (orexin) receptor 1
K04239,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,hypocretin (orexin) receptor 2
K04219,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,somatostatin receptor 3
K04220,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,somatostatin receptor 4
K04241,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,urotensin 2 receptor
K01319,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,cathepsin G [EC:3.4.21.20]
K01352,Brite hierarchies,Metabolism,Peptidases and inhibitors ,granzyme A [EC:3.4.21.78]
K01315,Brite hierarchies,Signaling and cellular processes,Exosome ,plasminogen [EC:3.4.21.7]
K01312,Brite hierarchies,Signaling and cellular processes,Exosome ,trypsin [EC:3.4.21.4]
K04234,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,coagulation factor II (thrombin) receptor-like 1
K04235,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,coagulation factor II (thrombin) receptor-like 2
K04314,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,prolactin releasing hormone receptor
K04320,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melanin-concentrating hormone receptor 1
K05054,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melanin-concentrating hormone receptor 2
K04332,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,prostaglandin D2 receptor
K04261,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,prostaglandin E receptor 4
K04263,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,prostacyclin receptor
K04269,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 2
K04271,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 4
K04272,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 6
K04274,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 10
K04299,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 14
K08386,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 8
K08387,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 11
K08388,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,P2Y purinoceptor 13
K04276,Brite hierarchies,Signaling and cellular processes,Cytokine receptors ,C-X-C chemokine receptor type 8
K04278,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,cannabinoid receptor 2
K04280,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,gonadotropin-releasing hormone receptor
K04285,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melatonin receptor type 1A
K04286,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,melatonin receptor type 1B
K04287,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,G protein-coupled receptor 50
K04296,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,leukotriene B4 receptor 1
K04303,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,proto-oncogene Mas
K04306,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,relaxin family peptide receptor 1
K04307,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,relaxin family peptide receptor 2
K08397,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,relaxin family peptide receptor 3
K08398,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,relaxin family peptide receptor 4
K04576,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,calcitonin receptor
K04577,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,calcitonin receptor-like
K04583,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,glucagon receptor
K04582,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,glucagon-like peptide 2 receptor
K04584,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,growth hormone releasing hormone receptor
K04585,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,parathyroid hormone receptor 1
K04586,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,parathyroid hormone receptor 2
K04588,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,secretin receptor
K04589,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,vasoactive intestinal peptide receptor 1
K04617,Brite hierarchies,Signaling and cellular processes,G protein-coupled receptors ,gamma-aminobutyric acid type B receptor-like
K05175,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit alpha
K05181,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit beta
K05184,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit delta
K05185,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit epsilon
K05186,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit gamma
K05189,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit pi
K05190,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit rho
K05192,Brite hierarchies,Signaling and cellular processes,Ion channels ,gamma-aminobutyric acid receptor subunit theta
K04803,Brite hierarchies,Signaling and cellular processes,Ion channels ,nicotinic acetylcholine receptor alpha-1
K04804,Brite hierarchies,Signaling and cellular processes,Ion channels ,nicotinic acetylcholine receptor alpha-2
K04805,Brite hierarchies,Signaling and cellular processes,Ion channels ,nicotinic acetylcholine receptor alpha-3
K04806,Brite hierarchies,Signaling and cellular processes,Ion channels ,nicotinic acetylcholine receptor alpha-4
K04807,Brite hierarchies,Signaling and cellular processes,Ion channels ,nicotinic acetylcholine receptor alpha-5
K04808,Brite hierarchies,Signaling and cellular processes,Ion channels ,nicotinic acetylcholine receptor alpha-6
